office,district,candidate,party,county,votes,absentee,election_day
Supreme Court Justice - David May,,No,,Davis,1039,465,574
Supreme Court Justice - David May,,Yes,,Decatur,1864,592,1272
Supreme Court Justice - David May,,No,,Decatur,815,320,495
Supreme Court Justice - David May,,Yes,,Delaware,5474,1599,3875
Supreme Court Justice - David May,,No,,Delaware,2070,704,1366
Supreme Court Justice - David May,,Yes,,Des Moines,8809,3853,4956
Supreme Court Justice - David May,,No,,Des Moines,4286,2150,2136
Supreme Court Justice - David May,,Yes,,Dickinson,6710,3578,3132
Supreme Court Justice - David May,,No,,Dickinson,1620,907,713
Supreme Court Justice - David May,,Yes,,Dubuque,26758,12081,14677
Supreme Court Justice - David May,,No,,Dubuque,12082,6195,5887
Supreme Court Justice - David May,,Yes,,Emmet,2630,928,1702
Supreme Court Justice - David May,,No,,Emmet,869,327,542
Supreme Court Justice - David May,,Yes,,Fayette,4826,1323,3503
Supreme Court Justice - David May,,No,,Fayette,2552,844,1708
Supreme Court Justice - David May,,Yes,,Floyd,4064,1435,2629
Supreme Court Justice - David May,,No,,Floyd,1871,756,1115
Supreme Court Justice - David May,,Yes,,Franklin,2572,798,1774
Supreme Court Justice - David May,,No,,Franklin,917,342,575
Supreme Court Justice - David May,,Yes,,Fremont,1904,595,1309
Supreme Court Justice - David May,,No,,Fremont,1004,372,632
Supreme Court Justice - David May,,Yes,,Greene,1772,742,1030
Supreme Court Justice - David May,,No,,Greene,1213,605,608
Supreme Court Justice - David May,,Yes,,Grundy,3846,1134,2712
Supreme Court Justice - David May,,No,,Grundy,1340,432,908
Supreme Court Justice - David May,,Yes,,Guthrie,3207,1142,2065
Supreme Court Justice - David May,,No,,Guthrie,1890,791,1099
Supreme Court Justice - David May,,Yes,,Hamilton,3843,1521,2322
Supreme Court Justice - David May,,No,,Hamilton,1717,793,924
Supreme Court Justice - David May,,Yes,,Hancock,3650,1106,2544
Supreme Court Justice - David May,,No,,Hancock,1120,362,758
Supreme Court Justice - David May,,Yes,,Hardin,4245,1370,2875
Supreme Court Justice - David May,,No,,Hardin,1920,730,1190
Supreme Court Justice - David May,,Yes,,Harrison,4010,1093,2917
Supreme Court Justice - David May,,No,,Harrison,2015,628,1387
Supreme Court Justice - David May,,Yes,,Henry,4811,2429,2382
Supreme Court Justice - David May,,No,,Henry,2026,1205,821
Supreme Court Justice - David May,,Yes,,Howard,2569,855,1714
Supreme Court Justice - David May,,No,,Howard,1170,435,735
Supreme Court Justice - David May,,Yes,,Humboldt,2538,842,1696
Supreme Court Justice - David May,,No,,Humboldt,901,392,509
Supreme Court Justice - David May,,Yes,,Ida,2097,619,1478
Supreme Court Justice - David May,,No,,Ida,667,211,456
Supreme Court Justice - David May,,Yes,,Iowa,4728,1720,3008
Supreme Court Justice - David May,,No,,Iowa,2307,1021,1286
Supreme Court Justice - David May,,Yes,,Jackson,4871,1575,3296
Supreme Court Justice - David May,,No,,Jackson,2130,831,1299
Supreme Court Justice - David May,,Yes,,Jasper,10097,3546,6551
Supreme Court Justice - David May,,No,,Jasper,5438,2195,3243
Supreme Court Justice - David May,,Yes,,Jefferson,3466,1628,1838
Supreme Court Justice - David May,,No,,Jefferson,2671,1821,850
Supreme Court Justice - David May,,Yes,,Johnson,28384,13350,15034
Supreme Court Justice - David May,,No,,Johnson,34268,20501,13767
Supreme Court Justice - David May,,Yes,,Jones,5562,2289,3273
Supreme Court Justice - David May,,No,,Jones,3092,1453,1639
Supreme Court Justice - David May,,Yes,,Keokuk,2272,606,1666
Supreme Court Justice - David May,,No,,Keokuk,1016,304,712
Supreme Court Justice - David May,,Yes,,Kossuth,4886,1738,3148
Supreme Court Justice - David May,,No,,Kossuth,1821,784,1037
Supreme Court Justice - David May,,Yes,,Lee,8940,3823,5117
Supreme Court Justice - David May,,No,,Lee,3854,1829,2025
Supreme Court Justice - David May,,Yes,,Linn,53779,21326,32453
Supreme Court Justice - David May,,No,,Linn,39291,18041,21250
Supreme Court Justice - David May,,Yes,,Louisa,2647,992,1655
Supreme Court Justice - David May,,No,,Louisa,1277,569,708
Supreme Court Justice - David May,,Yes,,Lucas,2124,846,1278
Supreme Court Justice - David May,,No,,Lucas,1058,476,582
Supreme Court Justice - David May,,Yes,,Lyon,4293,1203,3090
Supreme Court Justice - David May,,No,,Lyon,752,248,504
Supreme Court Justice - David May,,Yes,,Madison,4530,1601,2929
Supreme Court Justice - David May,,No,,Madison,2445,1093,1352
Supreme Court Justice - David May,,Yes,,Mahaska,5757,2282,3475
Supreme Court Justice - David May,,No,,Mahaska,2107,917,1190
Supreme Court Justice - David May,,Yes,,Marion,9860,3145,6715
Supreme Court Justice - David May,,No,,Marion,4250,1573,2677
Supreme Court Justice - David May,,Yes,,Marshall,8125,3659,4466
Supreme Court Justice - David May,,No,,Marshall,4178,2052,2126
Supreme Court Justice - David May,,Yes,,Mills,3951,1486,2465
Supreme Court Justice - David May,,No,,Mills,1919,797,1122
Supreme Court Justice - David May,,Yes,,Mitchell,3641,1344,2297
Supreme Court Justice - David May,,No,,Mitchell,1079,468,611
Supreme Court Justice - David May,,Yes,,Monona,2335,629,1706
Supreme Court Justice - David May,,No,,Monona,1004,341,663
Supreme Court Justice - David May,,Yes,,Monroe,1707,629,1078
Supreme Court Justice - David May,,No,,Monroe,956,476,480
Supreme Court Justice - David May,,Yes,,Montgomery,2617,1024,1593
Supreme Court Justice - David May,,No,,Montgomery,1176,478,698
Supreme Court Justice - David May,,Yes,,Muscatine,10492,3969,6523
Supreme Court Justice - David May,,No,,Muscatine,5224,2226,2998
Supreme Court Justice - David May,,Yes,,O'Brien,4428,1011,3417
Supreme Court Justice - David May,,No,,O'Brien,1015,281,734
Supreme Court Justice - David May,,Yes,,Osceola,1930,491,1439
Supreme Court Justice - David May,,No,,Osceola,415,112,303
Supreme Court Justice - David May,,Yes,,Page,3768,1202,2566
Supreme Court Justice - David May,,No,,Page,1603,591,1012
Supreme Court Justice - David May,,Yes,,Palo Alto,2786,904,1882
Supreme Court Justice - David May,,No,,Palo Alto,924,346,578
Supreme Court Justice - David May,,Yes,,Plymouth,7354,2409,4945
Supreme Court Justice - David May,,No,,Plymouth,1997,735,1262
Supreme Court Justice - David May,,Yes,,Pocahontas,1779,558,1221
Supreme Court Justice - David May,,No,,Pocahontas,668,274,394
Supreme Court Justice - David May,,Yes,,Polk,99536,30619,68917
Supreme Court Justice - David May,,No,,Polk,87375,34825,52550
Supreme Court Justice - David May,,Yes,,Pottawattamie,22430,7441,14989
Supreme Court Justice - David May,,No,,Pottawattamie,12528,4717,7811
Supreme Court Justice - David May,,Yes,,Poweshiek,4410,1512,2898
Supreme Court Justice - David May,,No,,Poweshiek,2677,1241,1436
Supreme Court Justice - David May,,Yes,,Ringgold,1376,566,810
Supreme Court Justice - David May,,No,,Ringgold,641,300,341
Supreme Court Justice - David May,,Yes,,Sac,2730,655,2075
Supreme Court Justice - David May,,No,,Sac,946,301,645
Supreme Court Justice - David May,,Yes,,Scott,44294,19762,24532
Supreme Court Justice - David May,,No,,Scott,28062,14289,13773
Supreme Court Justice - David May,,Yes,,Shelby,2884,1253,1631
Supreme Court Justice - David May,,No,,Shelby,1121,525,596
Supreme Court Justice - David May,,Yes,,Sioux,11354,3009,8345
Supreme Court Justice - David May,,No,,Sioux,1652,482,1170
Supreme Court Justice - David May,,Yes,,Story,20653,7012,13641
Supreme Court Justice - David May,,No,,Story,15797,6974,8823
Supreme Court Justice - David May,,Yes,,Tama,4216,958,3258
Supreme Court Justice - David May,,No,,Tama,2454,642,1812
Supreme Court Justice - David May,,Yes,,Taylor,1568,463,1105
Supreme Court Justice - David May,,No,,Taylor,635,197,438
Supreme Court Justice - David May,,Yes,,Union,2900,1146,1754
Supreme Court Justice - David May,,No,,Union,1474,671,803
Supreme Court Justice - David May,,Yes,,Van Buren,1924,521,1403
Supreme Court Justice - David May,,No,,Van Buren,967,348,619
Supreme Court Justice - David May,,Yes,,Wapello,7170,2755,4415
Supreme Court Justice - David May,,No,,Wapello,3623,1600,2023
Supreme Court Justice - David May,,Yes,,Warren,15397,6049,9348
Supreme Court Justice - David May,,No,,Warren,9208,4048,5160
Supreme Court Justice - David May,,Yes,,Washington,5672,2614,3058
Supreme Court Justice - David May,,No,,Washington,2578,1296,1282
Supreme Court Justice - David May,,Yes,,Wayne,1718,653,1065
Supreme Court Justice - David May,,No,,Wayne,622,245,377
Supreme Court Justice - David May,,Yes,,Webster,9288,3427,5861
Supreme Court Justice - David May,,No,,Webster,3705,1548,2157
Supreme Court Justice - David May,,Yes,,Winnebago,3438,951,2487
Supreme Court Justice - David May,,No,,Winnebago,1293,461,832
Supreme Court Justice - David May,,Yes,,Winneshiek,5866,3360,2506
Supreme Court Justice - David May,,No,,Winneshiek,3190,2116,1074
Supreme Court Justice - David May,,Yes,,Woodbury,22431,10989,11442
Supreme Court Justice - David May,,No,,Woodbury,9777,4896,4881
Supreme Court Justice - David May,,Yes,,Worth,2491,583,1908
Supreme Court Justice - David May,,No,,Worth,1057,262,795
Supreme Court Justice - David May,,Yes,,Wright,2771,966,1805
Supreme Court Justice - David May,,No,,Wright,1162,416,746
Court of Appeals Judge - Tyler J. Buller,,Yes,,Adair,2078,728,1350
Court of Appeals Judge - Tyler J. Buller,,No,,Adair,838,312,526
Court of Appeals Judge - Tyler J. Buller,,Yes,,Adams,1116,460,656
Court of Appeals Judge - Tyler J. Buller,,No,,Adams,514,226,288
Court of Appeals Judge - Tyler J. Buller,,Yes,,Allamakee,3638,1591,2047
Court of Appeals Judge - Tyler J. Buller,,No,,Allamakee,1358,588,770
Court of Appeals Judge - Tyler J. Buller,,Yes,,Appanoose,2979,1150,1829
Court of Appeals Judge - Tyler J. Buller,,No,,Appanoose,1387,522,865
Court of Appeals Judge - Tyler J. Buller,,Yes,,Audubon,1150,420,730
Court of Appeals Judge - Tyler J. Buller,,No,,Audubon,552,229,323
Court of Appeals Judge - Tyler J. Buller,,Yes,,Benton,6769,1837,4932
Court of Appeals Judge - Tyler J. Buller,,No,,Benton,3210,809,2401
Court of Appeals Judge - Tyler J. Buller,,Yes,,Black Hawk,29085,11971,17114
Court of Appeals Judge - Tyler J. Buller,,No,,Black Hawk,12508,4923,7585
Court of Appeals Judge - Tyler J. Buller,,Yes,,Boone,6656,2818,3838
Court of Appeals Judge - Tyler J. Buller,,No,,Boone,3448,1531,1917
Court of Appeals Judge - Tyler J. Buller,,Yes,,Bremer,7990,2974,5016
Court of Appeals Judge - Tyler J. Buller,,No,,Bremer,2869,1156,1713
Court of Appeals Judge - Tyler J. Buller,,Yes,,Buchanan,5190,1726,3464
Court of Appeals Judge - Tyler J. Buller,,No,,Buchanan,2567,935,1632
Court of Appeals Judge - Tyler J. Buller,,Yes,,Buena Vista,3247,1356,1891
Court of Appeals Judge - Tyler J. Buller,,No,,Buena Vista,997,439,558
Court of Appeals Judge - Tyler J. Buller,,Yes,,Butler,4387,1238,3149
Court of Appeals Judge - Tyler J. Buller,,No,,Butler,1395,409,986
Court of Appeals Judge - Tyler J. Buller,,Yes,,Calhoun,2393,657,1736
Court of Appeals Judge - Tyler J. Buller,,No,,Calhoun,888,308,580
Court of Appeals Judge - Tyler J. Buller,,Yes,,Carroll,4867,1899,2968
Court of Appeals Judge - Tyler J. Buller,,No,,Carroll,1592,605,987
Court of Appeals Judge - Tyler J. Buller,,Yes,,Cass,2716,980,1736
Court of Appeals Judge - Tyler J. Buller,,No,,Cass,1612,600,1012
Court of Appeals Judge - Tyler J. Buller,,Yes,,Cedar,4878,2028,2850
Court of Appeals Judge - Tyler J. Buller,,No,,Cedar,2282,954,1328
Court of Appeals Judge - Tyler J. Buller,,Yes,,Cerro Gordo,9921,3682,6239
Court of Appeals Judge - Tyler J. Buller,,No,,Cerro Gordo,4874,1930,2944
Court of Appeals Judge - Tyler J. Buller,,Yes,,Cherokee,3079,1290,1789
Court of Appeals Judge - Tyler J. Buller,,No,,Cherokee,1127,492,635
Court of Appeals Judge - Tyler J. Buller,,Yes,,Chickasaw,2838,1194,1644
Court of Appeals Judge - Tyler J. Buller,,No,,Chickasaw,1229,584,645
Court of Appeals Judge - Tyler J. Buller,,Yes,,Clarke,2232,844,1388
Court of Appeals Judge - Tyler J. Buller,,No,,Clarke,1177,455,722
Court of Appeals Judge - Tyler J. Buller,,Yes,,Clay,4844,2228,2616
Court of Appeals Judge - Tyler J. Buller,,No,,Clay,1262,580,682
Court of Appeals Judge - Tyler J. Buller,,Yes,,Clayton,4478,1130,3348
Court of Appeals Judge - Tyler J. Buller,,No,,Clayton,1875,554,1321
Court of Appeals Judge - Tyler J. Buller,,Yes,,Clinton,10771,4748,6023
Court of Appeals Judge - Tyler J. Buller,,No,,Clinton,5651,2641,3010
Court of Appeals Judge - Tyler J. Buller,,Yes,,Crawford,3303,1199,2104
Court of Appeals Judge - Tyler J. Buller,,No,,Crawford,1148,456,692
Court of Appeals Judge - Tyler J. Buller,,Yes,,Dallas,28852,11744,17108
Court of Appeals Judge - Tyler J. Buller,,No,,Dallas,12964,5497,7467
Court of Appeals Judge - Tyler J. Buller,,Yes,,Davis,1783,742,1041
Court of Appeals Judge - Tyler J. Buller,,No,,Davis,1028,431,597
Court of Appeals Judge - Tyler J. Buller,,Yes,,Decatur,1737,564,1173
Court of Appeals Judge - Tyler J. Buller,,No,,Decatur,778,272,506
Court of Appeals Judge - Tyler J. Buller,,Yes,,Delaware,5020,1478,3542
Court of Appeals Judge - Tyler J. Buller,,No,,Delaware,1846,558,1288
Court of Appeals Judge - Tyler J. Buller,,Yes,,Des Moines,8730,3864,4866
Court of Appeals Judge - Tyler J. Buller,,No,,Des Moines,3634,1706,1928
Court of Appeals Judge - Tyler J. Buller,,Yes,,Dickinson,6261,3380,2881
Court of Appeals Judge - Tyler J. Buller,,No,,Dickinson,1437,727,710
Court of Appeals Judge - Tyler J. Buller,,Yes,,Dubuque,25687,11954,13733
Court of Appeals Judge - Tyler J. Buller,,No,,Dubuque,9438,4414,5024
Court of Appeals Judge - Tyler J. Buller,,Yes,,Emmet,2376,842,1534
Court of Appeals Judge - Tyler J. Buller,,No,,Emmet,880,318,562
Court of Appeals Judge - Tyler J. Buller,,Yes,,Fayette,4716,1302,3414
Court of Appeals Judge - Tyler J. Buller,,No,,Fayette,2351,719,1632
Court of Appeals Judge - Tyler J. Buller,,Yes,,Floyd,4008,1452,2556
Court of Appeals Judge - Tyler J. Buller,,No,,Floyd,1631,598,1033
Court of Appeals Judge - Tyler J. Buller,,Yes,,Franklin,2373,741,1632
Court of Appeals Judge - Tyler J. Buller,,No,,Franklin,889,309,580
Court of Appeals Judge - Tyler J. Buller,,Yes,,Fremont,1728,557,1171
Court of Appeals Judge - Tyler J. Buller,,No,,Fremont,988,346,642
Court of Appeals Judge - Tyler J. Buller,,Yes,,Greene,1710,728,982
Court of Appeals Judge - Tyler J. Buller,,No,,Greene,1108,503,605
Court of Appeals Judge - Tyler J. Buller,,Yes,,Grundy,3606,1068,2538
Court of Appeals Judge - Tyler J. Buller,,No,,Grundy,1160,329,831
Court of Appeals Judge - Tyler J. Buller,,Yes,,Guthrie,3045,1120,1925
Court of Appeals Judge - Tyler J. Buller,,No,,Guthrie,1691,655,1036
Court of Appeals Judge - Tyler J. Buller,,Yes,,Hamilton,3596,1436,2160
Court of Appeals Judge - Tyler J. Buller,,No,,Hamilton,1583,661,922
Court of Appeals Judge - Tyler J. Buller,,Yes,,Hancock,3369,1038,2331
Court of Appeals Judge - Tyler J. Buller,,No,,Hancock,1255,372,883
Court of Appeals Judge - Tyler J. Buller,,Yes,,Hardin,3959,1304,2655
Court of Appeals Judge - Tyler J. Buller,,No,,Hardin,1779,617,1162
Court of Appeals Judge - Tyler J. Buller,,Yes,,Harrison,3589,991,2598
Court of Appeals Judge - Tyler J. Buller,,No,,Harrison,2151,618,1533
Court of Appeals Judge - Tyler J. Buller,,Yes,,Henry,4504,2305,2199
Court of Appeals Judge - Tyler J. Buller,,No,,Henry,1800,1002,798
Court of Appeals Judge - Tyler J. Buller,,Yes,,Howard,2535,866,1669
Court of Appeals Judge - Tyler J. Buller,,No,,Howard,1115,387,728
Court of Appeals Judge - Tyler J. Buller,,Yes,,Humboldt,2279,768,1511
Court of Appeals Judge - Tyler J. Buller,,No,,Humboldt,866,328,538
Court of Appeals Judge - Tyler J. Buller,,Yes,,Ida,1878,562,1316
Court of Appeals Judge - Tyler J. Buller,,No,,Ida,734,217,517
Court of Appeals Judge - Tyler J. Buller,,Yes,,Iowa,4442,1685,2757
Court of Appeals Judge - Tyler J. Buller,,No,,Iowa,2032,813,1219
Court of Appeals Judge - Tyler J. Buller,,Yes,,Jackson,4769,1576,3193
Court of Appeals Judge - Tyler J. Buller,,No,,Jackson,1813,649,1164
Court of Appeals Judge - Tyler J. Buller,,Yes,,Jasper,9203,3235,5968
Court of Appeals Judge - Tyler J. Buller,,No,,Jasper,4977,1802,3175
Court of Appeals Judge - Tyler J. Buller,,Yes,,Jefferson,3567,1864,1703
Court of Appeals Judge - Tyler J. Buller,,No,,Jefferson,2077,1285,792
Court of Appeals Judge - Tyler J. Buller,,Yes,,Johnson,33026,17452,15574
Court of Appeals Judge - Tyler J. Buller,,No,,Johnson,19580,10595,8985
Court of Appeals Judge - Tyler J. Buller,,Yes,,Jones,5517,2311,3206
Court of Appeals Judge - Tyler J. Buller,,No,,Jones,2656,1180,1476
Court of Appeals Judge - Tyler J. Buller,,Yes,,Keokuk,2004,524,1480
Court of Appeals Judge - Tyler J. Buller,,No,,Keokuk,957,269,688
Court of Appeals Judge - Tyler J. Buller,,Yes,,Kossuth,4602,1699,2903
Court of Appeals Judge - Tyler J. Buller,,No,,Kossuth,1764,682,1082
Court of Appeals Judge - Tyler J. Buller,,Yes,,Lee,8560,3721,4839
Court of Appeals Judge - Tyler J. Buller,,No,,Lee,3439,1532,1907
Court of Appeals Judge - Tyler J. Buller,,Yes,,Linn,56052,23440,32612
Court of Appeals Judge - Tyler J. Buller,,No,,Linn,29425,12443,16982
Court of Appeals Judge - Tyler J. Buller,,Yes,,Louisa,2429,935,1494
Court of Appeals Judge - Tyler J. Buller,,No,,Louisa,1250,515,735
Court of Appeals Judge - Tyler J. Buller,,Yes,,Lucas,1800,704,1096
Court of Appeals Judge - Tyler J. Buller,,No,,Lucas,1127,485,642
Court of Appeals Judge - Tyler J. Buller,,Yes,,Lyon,3605,1086,2519
Court of Appeals Judge - Tyler J. Buller,,No,,Lyon,1117,284,833
Court of Appeals Judge - Tyler J. Buller,,Yes,,Madison,4196,1531,2665
Court of Appeals Judge - Tyler J. Buller,,No,,Madison,2348,961,1387
Court of Appeals Judge - Tyler J. Buller,,Yes,,Mahaska,4874,1885,2989
Court of Appeals Judge - Tyler J. Buller,,No,,Mahaska,2284,944,1340
Court of Appeals Judge - Tyler J. Buller,,Yes,,Marion,8815,2814,6001
Court of Appeals Judge - Tyler J. Buller,,No,,Marion,4232,1435,2797
Court of Appeals Judge - Tyler J. Buller,,Yes,,Marshall,7528,3491,4037
Court of Appeals Judge - Tyler J. Buller,,No,,Marshall,3709,1634,2075
Court of Appeals Judge - Tyler J. Buller,,Yes,,Mills,3824,1466,2358
Court of Appeals Judge - Tyler J. Buller,,No,,Mills,1780,691,1089
Court of Appeals Judge - Tyler J. Buller,,Yes,,Mitchell,3484,1333,2151
Court of Appeals Judge - Tyler J. Buller,,No,,Mitchell,969,380,589
Court of Appeals Judge - Tyler J. Buller,,Yes,,Monona,2153,612,1541
Court of Appeals Judge - Tyler J. Buller,,No,,Monona,968,286,682
Court of Appeals Judge - Tyler J. Buller,,Yes,,Monroe,1594,582,1012
Court of Appeals Judge - Tyler J. Buller,,No,,Monroe,893,421,472
Court of Appeals Judge - Tyler J. Buller,,Yes,,Montgomery,2562,1021,1541
Court of Appeals Judge - Tyler J. Buller,,No,,Montgomery,1121,432,689
Court of Appeals Judge - Tyler J. Buller,,Yes,,Muscatine,10270,3913,6357
Court of Appeals Judge - Tyler J. Buller,,No,,Muscatine,4414,1798,2616
Court of Appeals Judge - Tyler J. Buller,,Yes,,O'Brien,3947,932,3015
Court of Appeals Judge - Tyler J. Buller,,No,,O'Brien,1184,257,927
Court of Appeals Judge - Tyler J. Buller,,Yes,,Osceola,1765,453,1312
Court of Appeals Judge - Tyler J. Buller,,No,,Osceola,433,111,322
Court of Appeals Judge - Tyler J. Buller,,Yes,,Page,3652,1169,2483
Court of Appeals Judge - Tyler J. Buller,,No,,Page,1507,528,979
Court of Appeals Judge - Tyler J. Buller,,Yes,,Palo Alto,2580,811,1769
Court of Appeals Judge - Tyler J. Buller,,No,,Palo Alto,845,295,550
Court of Appeals Judge - Tyler J. Buller,,Yes,,Plymouth,6629,2133,4496
Court of Appeals Judge - Tyler J. Buller,,No,,Plymouth,1974,666,1308
Court of Appeals Judge - Tyler J. Buller,,Yes,,Pocahontas,1619,528,1091
Court of Appeals Judge - Tyler J. Buller,,No,,Pocahontas,642,234,408
Court of Appeals Judge - Tyler J. Buller,,Yes,,Polk,110220,37692,72528
Court of Appeals Judge - Tyler J. Buller,,No,,Polk,60922,20978,39944
Court of Appeals Judge - Tyler J. Buller,,Yes,,Pottawattamie,22020,7460,14560
Court of Appeals Judge - Tyler J. Buller,,No,,Pottawattamie,10903,3950,6953
Court of Appeals Judge - Tyler J. Buller,,Yes,,Poweshiek,4451,1641,2810
Court of Appeals Judge - Tyler J. Buller,,No,,Poweshiek,1988,758,1230
Court of Appeals Judge - Tyler J. Buller,,Yes,,Ringgold,1321,551,770
Court of Appeals Judge - Tyler J. Buller,,No,,Ringgold,588,252,336
Court of Appeals Judge - Tyler J. Buller,,Yes,,Sac,2616,637,1979
Court of Appeals Judge - Tyler J. Buller,,No,,Sac,897,264,633
Court of Appeals Judge - Tyler J. Buller,,Yes,,Scott,44915,21007,23908
Court of Appeals Judge - Tyler J. Buller,,No,,Scott,22519,10548,11971
Court of Appeals Judge - Tyler J. Buller,,Yes,,Shelby,2558,1140,1418
Court of Appeals Judge - Tyler J. Buller,,No,,Shelby,1087,465,622
Court of Appeals Judge - Tyler J. Buller,,Yes,,Sioux,8450,2444,6006
Court of Appeals Judge - Tyler J. Buller,,No,,Sioux,3577,816,2761
Court of Appeals Judge - Tyler J. Buller,,Yes,,Story,22676,8462,14214
Court of Appeals Judge - Tyler J. Buller,,No,,Story,11017,4366,6651
Court of Appeals Judge - Tyler J. Buller,,Yes,,Tama,3956,895,3061
Court of Appeals Judge - Tyler J. Buller,,No,,Tama,2245,546,1699
Court of Appeals Judge - Tyler J. Buller,,Yes,,Taylor,1454,408,1046
Court of Appeals Judge - Tyler J. Buller,,No,,Taylor,643,205,438
Court of Appeals Judge - Tyler J. Buller,,Yes,,Union,2816,1129,1687
Court of Appeals Judge - Tyler J. Buller,,No,,Union,1297,541,756
Court of Appeals Judge - Tyler J. Buller,,Yes,,Van Buren,1857,518,1339
Court of Appeals Judge - Tyler J. Buller,,No,,Van Buren,927,309,618
Court of Appeals Judge - Tyler J. Buller,,Yes,,Wapello,6566,2543,4023
Court of Appeals Judge - Tyler J. Buller,,No,,Wapello,3328,1347,1981
Court of Appeals Judge - Tyler J. Buller,,Yes,,Warren,14526,5773,8753
Court of Appeals Judge - Tyler J. Buller,,No,,Warren,8345,3450,4895
Court of Appeals Judge - Tyler J. Buller,,Yes,,Washington,5489,2540,2949
Court of Appeals Judge - Tyler J. Buller,,No,,Washington,2093,1012,1081
Court of Appeals Judge - Tyler J. Buller,,Yes,,Wayne,1615,602,1013
Court of Appeals Judge - Tyler J. Buller,,No,,Wayne,613,237,376
Court of Appeals Judge - Tyler J. Buller,,Yes,,Webster,9036,3395,5641
Court of Appeals Judge - Tyler J. Buller,,No,,Webster,3141,1242,1899
Court of Appeals Judge - Tyler J. Buller,,Yes,,Winnebago,3167,910,2257
Court of Appeals Judge - Tyler J. Buller,,No,,Winnebago,1330,412,918
Court of Appeals Judge - Tyler J. Buller,,Yes,,Winneshiek,6126,3634,2492
Court of Appeals Judge - Tyler J. Buller,,No,,Winneshiek,2319,1393,926
Court of Appeals Judge - Tyler J. Buller,,Yes,,Woodbury,22079,10995,11084
Court of Appeals Judge - Tyler J. Buller,,No,,Woodbury,8417,4019,4398
Court of Appeals Judge - Tyler J. Buller,,Yes,,Worth,2325,547,1778
Court of Appeals Judge - Tyler J. Buller,,No,,Worth,1048,242,806
Court of Appeals Judge - Tyler J. Buller,,Yes,,Wright,2553,900,1653
Court of Appeals Judge - Tyler J. Buller,,No,,Wright,1129,377,752
Court of Appeals Judge - Mary Elizabeth Chicchelly,,Yes,,Adair,2008,718,1290
Court of Appeals Judge - Mary Elizabeth Chicchelly,,No,,Adair,892,313,579
Court of Appeals Judge - Mary Elizabeth Chicchelly,,Yes,,Adams,1135,485,650
Court of Appeals Judge - Mary Elizabeth Chicchelly,,No,,Adams,523,217,306
Court of Appeals Judge - Mary Elizabeth Chicchelly,,Yes,,Allamakee,3601,1601,2000
Court of Appeals Judge - Mary Elizabeth Chicchelly,,No,,Allamakee,1421,592,829
Court of Appeals Judge - Mary Elizabeth Chicchelly,,Yes,,Appanoose,2883,1118,1765
Court of Appeals Judge - Mary Elizabeth Chicchelly,,No,,Appanoose,1488,552,936
Court of Appeals Judge - Mary Elizabeth Chicchelly,,Yes,,Audubon,1096,407,689
Court of Appeals Judge - Mary Elizabeth Chicchelly,,No,,Audubon,579,231,348
Court of Appeals Judge - Mary Elizabeth Chicchelly,,Yes,,Benton,7057,1936,5121
Court of Appeals Judge - Mary Elizabeth Chicchelly,,No,,Benton,3175,791,2384
Court of Appeals Judge - Mary Elizabeth Chicchelly,,Yes,,Black Hawk,29925,12446,17479
Court of Appeals Judge - Mary Elizabeth Chicchelly,,No,,Black Hawk,12046,4599,7447
Court of Appeals Judge - Mary Elizabeth Chicchelly,,Yes,,Boone,6727,2900,3827
Court of Appeals Judge - Mary Elizabeth Chicchelly,,No,,Boone,3448,1480,1968
Court of Appeals Judge - Mary Elizabeth Chicchelly,,Yes,,Bremer,7731,2947,4784
Court of Appeals Judge - Mary Elizabeth Chicchelly,,No,,Bremer,3043,1150,1893
Court of Appeals Judge - Mary Elizabeth Chicchelly,,Yes,,Buchanan,5360,1828,3532
Court of Appeals Judge - Mary Elizabeth Chicchelly,,No,,Buchanan,2580,915,1665
Court of Appeals Judge - Mary Elizabeth Chicchelly,,Yes,,Buena Vista,3241,1396,1845
Court of Appeals Judge - Mary Elizabeth Chicchelly,,No,,Buena Vista,1034,429,605
Court of Appeals Judge - Mary Elizabeth Chicchelly,,Yes,,Butler,4325,1242,3083
Court of Appeals Judge - Mary Elizabeth Chicchelly,,No,,Butler,1495,414,1081
Court of Appeals Judge - Mary Elizabeth Chicchelly,,Yes,,Calhoun,2287,657,1630
Court of Appeals Judge - Mary Elizabeth Chicchelly,,No,,Calhoun,926,293,633
Court of Appeals Judge - Mary Elizabeth Chicchelly,,Yes,,Carroll,5019,1981,3038
Court of Appeals Judge - Mary Elizabeth Chicchelly,,No,,Carroll,1670,623,1047
Court of Appeals Judge - Mary Elizabeth Chicchelly,,Yes,,Cass,2645,989,1656
Court of Appeals Judge - Mary Elizabeth Chicchelly,,No,,Cass,1714,600,1114
Court of Appeals Judge - Mary Elizabeth Chicchelly,,Yes,,Cedar,4970,2103,2867
Court of Appeals Judge - Mary Elizabeth Chicchelly,,No,,Cedar,2278,930,1348
Court of Appeals Judge - Mary Elizabeth Chicchelly,,Yes,,Cerro Gordo,10001,3807,6194
Court of Appeals Judge - Mary Elizabeth Chicchelly,,No,,Cerro Gordo,4682,1736,2946
Court of Appeals Judge - Mary Elizabeth Chicchelly,,Yes,,Cherokee,3087,1310,1777
Court of Appeals Judge - Mary Elizabeth Chicchelly,,No,,Cherokee,1194,502,692
